Trans_ID,Date,Store_ID,Product_ID,Customer_ID,Quantity,Total_Revenue
96,2024-07-21 12:55:00,7,P137,C1013,1,2200.0
97,2023-12-03 16:47:00,1,P125,C0430,3,13500.0
98,2023-09-07 12:07:00,3,P126,C0490,1,24000.0
99,2024-08-13 14:39:00,3,P137,C0505,2,4400.0
100,2024-10-05 11:37:00,1,P109,C0711,1,42000.0
101,2025-06-24 10:09:00,3,P124,C0452,1,48000.0
102,2024-11-11 17:37:00,1,P124,C0047,1,48000.0
103,2024-02-11 19:49:00,1,P113,C0928,1,58000.0
104,2025-07-03 11:08:00,4,P123,C0929,1,9500.0
105,2025-08-01 11:47:00,3,P120,C0999,1,1500.0
106,2023-04-06 20:11:00,7,P137,C0766,3,6600.0
107,2023-07-29 11:21:00,1,P119,C0298,1,2800.0
108,2023-08-08 18:52:00,7,P118,C0799,2,7000.0
109,2025-03-30 12:40:00,7,P125,C1021,2,9000.0
110,2023-09-26 14:05:00,3,P121,C1190,1,800.0
111,2025-11-29 14:49:00,5,P125,C0542,3,13500.0
112,2023-10-05 18:37:00,5,P136,C0914,3,7500.0
113,2024-11-21 14:07:00,2,P108,C0107,1,48000.0
114,2025-12-05 20:06:00,9,P120,C1028,2,3000.0
115,2024-05-26 20:41:00,2,P135,C0949,1,12000.0
116,2024-12-12 16:48:00,2,P137,C0103,2,4400.0
117,2025-04-16 20:13:00,5,P136,C0685,3,7500.0
118,2023-05-29 11:57:00,1,P118,C0639,1,3500.0
119,2023-12-02 09:46:00,5,P121,C0694,1,800.0
120,2023-05-09 12:09:00,7,P133,C0007,1,45000.0
121,2024-08-11 16:39:00,8,P119,C0924,2,5600.0
122,2024-01-23 13:15:00,1,P136,C0857,2,5000.0
123,2023-09-06 10:11:00,1,P126,C0717,1,24000.0
124,2024-12-19 14:55:00,1,P112,C0505,1,38000.0
125,2023-12-31 18:01:00,6,P125,C0750,2,9000.0
126,2024-06-23 13:16:00,6,P120,C0448,3,4500.0
127,2025-01-15 15:13:00,2,P119,C0215,1,2800.0
128,2025-12-10 11:49:00,1,P126,C0808,1,24000.0
129,2024-10-06 09:15:00,1,P120,C0572,3,4500.0
130,2023-09-22 12:10:00,1,P118,C0161,3,10500.0
131,2025-05-31 19:58:00,1,P133,C0826,1,45000.0
132,2024-03-19 11:00:00,5,P118,C0984,5,17500.0
133,2024-06-06 10:58:00,1,P113,C0828,1,58000.0
134,2024-08-23 18:42:00,1,P119,C0077,2,5600.0
135,2025-05-03 09:28:00,4,P121,C0833,3,2400.0
136,2024-06-29 12:03:00,10,P112,C0297,1,38000.0
137,2025-03-19 15:33:00,6,P118,C0442,1,3500.0
138,2023-07-10 11:56:00,6,P109,C0165,1,42000.0
139,2024-05-05 10:28:00,6,P110,C1092,1,24000.0
140,2025-07-18 16:10:00,3,P137,C0577,3,6600.0
141,2025-05-31 16:37:00,10,P125,C0276,3,13500.0
142,2024-03-26 20:31:00,5,P136,C0525,1,2500.0
143,2023-02-26 17:45:00,1,P137,C0526,2,4400.0
144,2025-11-23 13:39:00,4,P136,C0393,3,7500.0
145,2023-05-14 10:31:00,1,P114,C0644,1,75000.0
146,2025-01-07 12:04:00,10,P119,C0641,5,14000.0
147,2024-12-27 13:45:00,1,P118,C0755,1,3500.0
148,2025-06-15 17:02:00,2,P108,C0586,1,48000.0
149,2024-12-26 10:41:00,1,P102,C0507,1,195000.0
150,2023-12-31 20:56:00,11,P136,C0262,2,5000.0
151,2025-05-31 17:06:00,9,P135,C1059,1,12000.0
152,2024-03-04 13:31:00,8,P120,C1080,1,1500.0
153,2024-07-04 16:29:00,1,P120,C0062,1,1500.0
154,2023-11-16 17:51:00,3,P123,C0484,1,9500.0
155,2023-02-07 17:06:00,8,P136,C1042,1,2500.0
156,2023-07-22 17:27:00,1,P119,C1065,1,2800.0
157,2025-05-27 11:31:00,2,P137,C0541,1,2200.0
158,2023-11-14 10:00:00,4,P101,C0934,1,260000.0
159,2023-12-20 19:41:00,1,P128,C0208,1,58000.0
160,2025-06-04 15:04:00,2,P119,C0535,2,5600.0
161,2023-07-25 10:20:00,3,P108,C1129,1,48000.0
162,2024-07-01 17:23:00,3,P112,C0415,1,38000.0
163,2025-02-02 16:17:00,2,P137,C0210,3,6600.0
164,2023-09-30 10:46:00,6,P137,C1098,5,11000.0
165,2023-04-24 10:17:00,1,P136,C0909,2,5000.0
166,2025-03-07 14:33:00,6,P137,C0234,3,6600.0
167,2025-10-28 19:39:00,1,P119,C0844,3,8400.0
168,2024-09-29 18:32:00,2,P113,C0373,1,58000.0
169,2025-11-29 19:10:00,1,P121,C1161,1,800.0
170,2024-06-17 09:22:00,3,P134,C0579,1,28000.0
171,2025-03-27 13:40:00,1,P121,C1005,1,800.0
172,2024-09-11 14:08:00,3,P113,C0483,1,58000.0
173,2024-06-24 12:50:00,3,P136,C0388,5,12500.0
174,2025-08-23 16:16:00,11,P100,C0063,1,125000.0
175,2023-04-10 16:51:00,2,P120,C0755,2,3000.0
176,2024-03-09 10:20:00,1,P132,C0266,1,38000.0
177,2023-02-16 12:16:00,4,P106,C0939,1,320000.0
178,2023-10-11 11:17:00,1,P119,C0323,1,2800.0
179,2023-12-28 17:49:00,2,P111,C0020,1,185000.0
180,2023-01-31 18:34:00,4,P125,C0324,3,13500.0
181,2025-06-24 11:23:00,3,P137,C1070,2,4400.0
182,2023-07-13 20:49:00,6,P113,C0801,1,58000.0
183,2023-02-09 15:40:00,7,P118,C0736,1,3500.0
184,2024-02-10 10:20:00,1,P112,C0037,1,38000.0
185,2025-10-02 16:00:00,6,P133,C0670,1,45000.0
186,2023-02-05 20:47:00,5,P120,C1087,5,7500.0
187,2023-10-22 13:45:00,1,P121,C0407,1,800.0
188,2024-02-14 18:08:00,2,P136,C0964,5,12500.0
189,2024-10-04 12:11:00,2,P121,C0652,2,1600.0
190,2024-07-19 15:02:00,3,P118,C1069,1,3500.0
191,2023-07-12 09:53:00,1,P136,C0828,1,2500.0
192,2025-11-08 15:14:00,3,P134,C0843,1,28000.0
193,2023-09-10 10:21:00,9,P128,C0889,1,58000.0
194,2023-08-07 14:45:00,1,P107,C0624,1,65000.0
195,2024-09-24 11:01:00,6,P137,C0731,3,6600.0
196,2025-12-12 09:49:00,7,P127,C1123,1,9500.0
197,2025-04-15 10:49:00,4,P127,C0448,1,9500.0
198,2023-08-06 17:23:00,5,P118,C0547,1,3500.0
199,2023-12-31 09:45:00,1,P120,C0108,2,3000.0
200,2025-11-16 09:19:00,5,P119,C0134,1,2800.0
201,2025-04-24 14:59:00,5,P118,C0732,2,7000.0
202,2025-08-07 10:35:00,5,P118,C0460,2,7000.0
203,2025-02-09 18:40:00,9,P125,C0536,1,4500.0
204,2023-10-29 18:47:00,11,P121,C0437,1,800.0
205,2024-08-04 12:18:00,10,P110,C0543,1,24000.0
206,2023-03-25 13:09:00,1,P132,C0136,1,38000.0
207,2025-01-29 10:30:00,11,P121,C1096,1,800.0
208,2023-02-10 11:16:00,3,P119,C0243,1,2800.0
209,2023-08-06 14:08:00,6,P121,C0045,1,800.0
210,2025-09-11 19:31:00,6,P126,C0171,1,24000.0
211,2023-10-28 19:42:00,1,P106,C0769,1,320000.0
212,2023-06-14 16:46:00,2,P119,C0249,1,2800.0
213,2024-12-13 18:13:00,5,P121,C0160,3,2400.0
214,2023-01-28 14:53:00,5,P119,C0420,2,5600.0
215,2023-06-20 20:18:00,3,P137,C0616,3,6600.0
216,2025-07-19 18:47:00,3,P118,C0862,1,3500.0
217,2024-10-28 16:24:00,2,P124,C1195,1,48000.0
218,2023-02-08 18:38:00,6,P125,C0381,1,4500.0
219,2024-03-30 12:11:00,2,P137,C0203,1,2200.0
220,2023-11-07 09:47:00,9,P119,C0806,1,2800.0
221,2024-02-29 14:38:00,1,P137,C0975,1,2200.0
222,2025-11-10 15:32:00,6,P125,C0056,2,9000.0
223,2023-02-21 14:49:00,8,P134,C1175,1,28000.0
224,2025-08-08 16:29:00,4,P134,C1172,1,28000.0
225,2023-02-14 19:49:00,2,P128,C0166,1,58000.0
226,2023-01-14 19:18:00,4,P124,C0110,1,48000.0
227,2023-12-19 13:12:00,3,P110,C0696,1,24000.0
228,2024-06-05 11:28:00,7,P112,C0679,1,38000.0
229,2025-10-16 15:31:00,2,P119,C0593,1,2800.0
230,2023-10-03 13:06:00,7,P127,C0852,1,9500.0
231,2023-01-09 11:13:00,1,P137,C0591,3,6600.0
232,2024-12-01 11:36:00,6,P119,C0443,1,2800.0
233,2023-02-21 18:30:00,2,P118,C0169,1,3500.0
234,2024-08-21 20:15:00,8,P125,C0259,3,13500.0
235,2024-06-05 17:23:00,1,P131,C0552,1,360000.0
236,2025-11-17 13:36:00,1,P130,C0882,1,130000.0
237,2024-07-31 16:39:00,12,P118,C0225,1,3500.0
238,2023-05-20 13:42:00,4,P134,C0806,1,28000.0
239,2023-01-31 09:04:00,1,P118,C0688,1,3500.0
240,2023-09-04 15:47:00,5,P106,C0012,1,320000.0
241,2023-08-26 18:33:00,6,P133,C0705,1,45000.0
242,2024-01-15 14:44:00,9,P136,C0364,2,5000.0
243,2023-10-09 13:44:00,3,P136,C0323,5,12500.0
244,2024-03-20 16:26:00,4,P111,C0743,1,185000.0
245,2024-02-03 15:11:00,3,P136,C0808,5,12500.0
246,2024-05-01 19:41:00,11,P122,C0869,1,68000.0
247,2023-03-23 20:47:00,1,P129,C0887,1,68000.0
248,2023-09-16 18:29:00,7,P131,C0677,1,360000.0
249,2024-07-17 13:29:00,8,P112,C0663,1,38000.0
250,2024-12-28 18:08:00,1,P131,C1145,1,360000.0
251,2025-10-05 11:36:00,1,P121,C0736,2,1600.0
252,2025-12-10 17:53:00,7,P126,C0991,1,24000.0
253,2024-12-23 13:19:00,2,P111,C0543,1,185000.0
254,2025-10-27 20:51:00,1,P120,C0134,2,3000.0
255,2024-07-08 11:27:00,2,P120,C0107,2,3000.0
256,2023-02-25 09:23:00,8,P133,C0715,1,45000.0
257,2023-06-12 17:22:00,4,P125,C0134,3,13500.0
258,2024-02-07 16:00:00,5,P137,C0054,5,11000.0
259,2025-03-17 20:54:00,2,P121,C0010,1,800.0
260,2023-11-03 13:10:00,2,P119,C0532,5,14000.0
261,2025-09-10 09:15:00,5,P118,C0290,5,17500.0
262,2025-12-21 10:47:00,2,P120,C1080,3,4500.0
263,2024-03-29 09:46:00,2,P137,C0447,2,4400.0
264,2024-11-17 12:23:00,4,P134,C0922,1,28000.0
265,2023-05-23 09:10:00,2,P113,C1184,1,58000.0
266,2023-03-29 13:30:00,11,P125,C0449,2,9000.0
267,2025-08-03 12:34:00,2,P120,C1016,2,3000.0
268,2025-07-23 10:23:00,1,P130,C0241,1,130000.0
269,2024-04-09 11:03:00,10,P124,C0948,1,48000.0
270,2024-12-31 09:04:00,3,P126,C0632,1,24000.0
271,2023-09-30 14:53:00,5,P121,C0737,2,1600.0
272,2025-05-25 18:34:00,8,P119,C1128,3,8400.0
273,2024-12-07 10:09:00,5,P119,C0315,2,5600.0
274,2024-12-05 12:48:00,7,P137,C1041,1,2200.0
275,2023-02-08 19:42:00,6,P118,C1136,1,3500.0
276,2024-09-04 17:02:00,8,P104,C0463,1,310000.0
277,2025-06-11 17:35:00,4,P114,C1135,1,75000.0
278,2023-12-12 09:55:00,9,P118,C0176,2,7000.0
279,2023-08-19 11:39:00,5,P105,C0255,1,85000.0
280,2023-06-28 12:00:00,3,P121,C0461,2,1600.0
281,2025-12-28 09:21:00,8,P123,C1069,1,9500.0
282,2025-04-03 19:54:00,6,P137,C0895,3,6600.0
283,2024-01-13 11:26:00,5,P115,C0809,1,230000.0
284,2023-09-02 16:56:00,6,P136,C1123,2,5000.0
285,2024-12-22 11:36:00,3,P119,C1129,1,2800.0
286,2024-03-08 15:19:00,7,P123,C0818,1,9500.0
287,2023-03-20 10:00:00,3,P136,C0722,5,12500.0
288,2025-08-18 15:25:00,1,P117,C0715,1,290000.0
289,2024-03-03 15:41:00,3,P121,C1158,1,800.0
290,2023-09-22 15:33:00,10,P136,C0365,3,7500.0
291,2023-08-05 14:03:00,10,P121,C1147,1,800.0
292,2025-05-10 09:53:00,1,P137,C0835,3,6600.0
293,2024-02-05 11:12:00,4,P120,C0380,1,1500.0
294,2023-02-20 18:28:00,8,P125,C0205,2,9000.0
295,2024-01-12 16:36:00,1,P121,C0379,1,800.0
296,2023-11-23 13:24:00,6,P136,C1104,3,7500.0
297,2024-06-10 19:59:00,4,P129,C0463,1,68000.0
298,2025-12-22 15:10:00,12,P121,C0387,2,1600.0
299,2025-11-01 19:13:00,4,P119,C1036,2,5600.0
300,2024-06-16 20:18:00,4,P132,C0579,1,38000.0
301,2024-07-23 15:36:00,1,P115,C0207,1,230000.0
302,2025-08-29 16:34:00,3,P113,C1089,1,58000.0
303,2023-09-04 09:51:00,1,P137,C0033,2,4400.0
304,2024-05-24 11:41:00,5,P121,C0709,1,800.0
305,2025-05-23 13:11:00,2,P121,C0785,2,1600.0
306,2024-11-24 09:38:00,6,P136,C1145,2,5000.0
307,2023-10-30 14:21:00,2,P125,C0790,2,9000.0
308,2024-11-13 14:55:00,2,P125,C1054,3,13500.0
309,2024-11-07 15:05:00,1,P119,C0052,1,2800.0
310,2025-09-19 17:19:00,1,P136,C0462,5,12500.0
311,2023-08-17 14:49:00,3,P118,C0530,2,7000.0
312,2023-05-24 16:25:00,2,P113,C0042,1,58000.0
313,2024-09-29 20:56:00,4,P136,C1199,1,2500.0
314,2023-02-08 09:27:00,5,P137,C1151,3,6600.0
315,2023-10-24 15:11:00,2,P108,C0221,1,48000.0
316,2024-07-30 13:45:00,1,P105,C0401,1,85000.0
317,2023-11-20 09:50:00,2,P135,C0931,1,12000.0
318,2025-05-22 14:02:00,4,P124,C0846,1,48000.0
319,2024-01-29 11:06:00,6,P120,C0811,2,3000.0
320,2024-12-04 10:48:00,3,P119,C0043,3,8400.0
321,2023-09-06 13:12:00,10,P112,C0967,1,38000.0
322,2024-05-06 13:16:00,6,P134,C1118,1,28000.0
323,2025-01-01 14:17:00,7,P102,C0048,1,195000.0
324,2025-02-18 11:08:00,12,P125,C0669,1,4500.0
325,2023-12-30 19:54:00,5,P105,C0844,1,85000.0
326,2023-11-20 13:16:00,3,P137,C0796,3,6600.0
327,2025-10-09 13:17:00,5,P118,C0661,2,7000.0
328,2025-04-29 10:52:00,7,P101,C1080,1,260000.0
329,2024-01-30 20:56:00,10,P118,C0633,2,7000.0
330,2023-05-23 18:04:00,10,P119,C0946,2,5600.0
331,2023-03-09 11:25:00,7,P131,C0950,1,360000.0
332,2023-03-12 14:44:00,1,P116,C0179,1,145000.0
333,2024-09-14 11:03:00,6,P113,C0546,1,58000.0
334,2023-07-04 14:00:00,1,P105,C1168,1,85000.0
335,2025-05-22 19:38:00,2,P136,C0831,2,5000.0
336,2024-05-13 16:04:00,1,P134,C0894,1,28000.0
337,2024-04-24 13:07:00,7,P105,C0482,1,85000.0
338,2023-01-26 10:16:00,4,P133,C1135,1,45000.0
339,2023-12-30 16:53:00,4,P111,C0866,1,185000.0
340,2023-03-31 19:09:00,2,P121,C0878,2,1600.0
341,2023-05-11 12:39:00,3,P120,C0753,1,1500.0
342,2024-10-02 16:06:00,2,P136,C0684,5,12500.0
343,2025-02-03 18:55:00,6,P115,C0437,1,230000.0
344,2025-02-16 10:17:00,1,P119,C0712,1,2800.0
345,2024-08-06 15:09:00,7,P110,C0466,1,24000.0
346,2025-03-13 10:18:00,1,P137,C0006,5,11000.0
347,2024-07-27 15:26:00,4,P137,C0460,1,2200.0
348,2023-01-27 11:25:00,1,P117,C1118,1,290000.0
349,2025-07-05 19:25:00,4,P125,C0468,1,4500.0
350,2023-06-18 19:27:00,1,P137,C0050,3,6600.0
351,2023-02-10 11:44:00,3,P122,C0243,1,68000.0
352,2024-01-30 19:19:00,1,P112,C0511,1,38000.0
353,2025-12-13 13:30:00,6,P118,C0366,1,3500.0
354,2024-12-23 17:10:00,6,P117,C0513,1,290000.0
355,2025-10-31 15:55:00,5,P112,C1178,1,38000.0
356,2023-07-24 15:55:00,6,P128,C1016,1,58000.0
357,2025-01-21 15:54:00,1,P123,C0603,1,9500.0
358,2025-07-15 09:16:00,5,P127,C0034,1,9500.0
359,2023-07-23 13:02:00,3,P120,C0095,3,4500.0
360,2025-09-14 11:48:00,8,P125,C1004,2,9000.0
361,2025-09-07 12:05:00,7,P127,C0859,1,9500.0
362,2023-07-17 20:18:00,10,P136,C0744,1,2500.0
363,2023-05-02 10:49:00,1,P136,C0513,1,2500.0
364,2024-07-08 19:37:00,1,P121,C0124,1,800.0
365,2023-02-25 19:09:00,2,P112,C0689,1,38000.0
366,2025-04-05 20:02:00,4,P120,C0128,5,7500.0
367,2023-06-20 09:29:00,9,P103,C0221,1,98000.0
368,2025-06-04 15:09:00,6,P118,C0957,1,3500.0
369,2025-09-29 16:58:00,5,P132,C0525,1,38000.0
370,2023-09-05 19:13:00,4,P120,C0190,1,1500.0
371,2023-09-06 16:48:00,5,P120,C1101,3,4500.0
372,2023-02-06 17:14:00,3,P128,C0389,1,58000.0
373,2024-05-19 09:38:00,10,P126,C0317,1,24000.0
374,2025-10-01 12:40:00,3,P119,C0077,1,2800.0
375,2025-03-31 13:09:00,5,P119,C0119,2,5600.0
376,2025-09-10 11:04:00,3,P119,C0397,1,2800.0
377,2024-08-02 15:33:00,11,P134,C0747,1,28000.0
378,2023-03-12 19:34:00,3,P125,C0231,1,4500.0
379,2024-02-03 16:17:00,6,P132,C0355,1,38000.0
380,2024-08-05 15:51:00,1,P120,C1040,3,4500.0
381,2023-05-28 10:24:00,7,P118,C0560,1,3500.0
382,2024-03-23 16:55:00,1,P136,C1138,1,2500.0
383,2023-10-03 09:55:00,9,P134,C0386,1,28000.0
384,2024-12-04 11:23:00,5,P121,C0344,2,1600.0
385,2023-01-29 10:33:00,11,P136,C0800,2,5000.0
386,2023-01-29 16:22:00,6,P134,C0411,1,28000.0
387,2024-01-12 12:56:00,5,P109,C0901,1,42000.0
388,2024-03-27 16:37:00,1,P120,C0220,3,4500.0
389,2025-03-04 14:18:00,1,P121,C0723,2,1600.0
390,2023-04-03 14:50:00,1,P120,C0149,1,1500.0
391,2024-12-11 14:01:00,6,P123,C0275,1,9500.0
392,2025-04-08 09:10:00,4,P121,C0229,5,4000.0
393,2024-12-07 17:08:00,2,P118,C0363,3,10500.0
394,2023-10-02 10:06:00,1,P137,C0084,2,4400.0
395,2024-04-23 10:44:00,7,P137,C0789,5,11000.0
396,2023-02-20 09:44:00,3,P119,C0832,5,14000.0
397,2024-07-31 12:10:00,5,P137,C0689,3,6600.0
398,2025-03-25 09:14:00,1,P121,C1181,3,2400.0
399,2025-07-27 09:15:00,6,P126,C0942,1,24000.0
400,2023-10-24 20:56:00,6,P135,C1152,1,12000.0
401,2025-09-03 11:44:00,1,P125,C0508,1,4500.0
402,2025-06-16 19:52:00,12,P137,C0117,1,2200.0
403,2025-04-29 09:48:00,4,P118,C0090,3,10500.0
404,2023-10-19 17:47:00,11,P110,C0691,1,24000.0
405,2025-06-24 17:10:00,3,P120,C0060,3,4500.0
406,2025-02-23 18:21:00,8,P121,C0567,5,4000.0
407,2024-09-15 10:48:00,8,P108,C0797,1,48000.0
408,2023-02-25 13:32:00,2,P125,C0866,2,9000.0
409,2023-03-19 20:23:00,6,P137,C1175,3,6600.0
410,2024-02-19 20:38:00,1,P132,C0659,1,38000.0
411,2024-02-05 13:22:00,3,P102,C0921,1,195000.0
412,2025-02-26 17:52:00,3,P117,C0930,1,290000.0
413,2023-07-17 19:32:00,5,P136,C0081,3,7500.0
414,2023-02-26 16:34:00,5,P120,C1181,5,7500.0
415,2024-01-16 15:40:00,8,P121,C0556,2,1600.0
416,2024-01-31 13:14:00,3,P122,C0868,1,68000.0
417,2024-12-29 16:53:00,5,P114,C0523,1,75000.0
418,2025-08-20 14:37:00,1,P137,C0500,5,11000.0
419,2025-12-12 13:57:00,2,P118,C0355,2,7000.0
420,2025-06-02 09:03:00,8,P113,C1007,1,58000.0
421,2023-08-18 13:56:00,2,P121,C0940,1,800.0
422,2023-10-31 10:17:00,11,P107,C0865,1,65000.0
423,2023-02-23 10:23:00,3,P120,C0722,1,1500.0
424,2024-11-30 11:43:00,3,P128,C0372,1,58000.0
425,2024-04-04 15:12:00,8,P135,C0303,1,12000.0
426,2024-12-29 16:17:00,3,P119,C0995,5,14000.0
427,2025-04-10 12:37:00,2,P120,C0834,5,7500.0
428,2025-12-04 10:52:00,1,P133,C0242,1,45000.0
429,2023-02-11 18:22:00,1,P119,C0760,2,5600.0
430,2024-12-09 16:20:00,5,P119,C0421,1,2800.0
431,2025-11-02 09:57:00,4,P125,C0202,1,4500.0
432,2025-05-13 18:01:00,10,P108,C0381,1,48000.0
433,2024-10-24 19:36:00,2,P137,C0890,1,2200.0
434,2023-08-03 20:27:00,1,P120,C0317,1,1500.0
435,2025-03-21 09:26:00,3,P134,C1186,1,28000.0
436,2025-07-18 10:51:00,6,P120,C0403,1,1500.0
437,2025-10-25 14:19:00,6,P120,C0175,2,3000.0
438,2024-08-12 18:47:00,12,P103,C0322,1,98000.0
439,2023-11-26 09:49:00,2,P137,C0468,1,2200.0
440,2023-08-11 09:06:00,5,P118,C0596,2,7000.0
441,2023-12-30 16:16:00,4,P137,C0114,2,4400.0
442,2024-08-08 20:52:00,10,P124,C0089,1,48000.0
443,2023-03-16 14:11:00,8,P120,C0359,1,1500.0
444,2023-09-20 19:26:00,1,P120,C1172,1,1500.0
445,2024-03-02 12:21:00,6,P136,C0917,3,7500.0
446,2023-05-09 11:07:00,1,P120,C0815,1,1500.0
447,2023-04-21 12:15:00,6,P119,C1154,1,2800.0
448,2024-06-13 15:18:00,4,P121,C0925,1,800.0
449,2024-01-27 17:09:00,2,P128,C0005,1,58000.0
